0,0.50275,0.49646,0.52
0.001,0.5028,0.49644,0.52
0.002,0.50286,0.49643,0.52
0.003,0.50291,0.49641,0.52
0.004,0.50296,0.49639,0.52
0.005,0.50302,0.49638,0.52
0.006,0.50307,0.49636,0.52
0.007,0.50312,0.49634,0.52
0.008,0.50318,0.49632,0.52
0.009,0.50323,0.49631,0.52
0.01,0.50328,0.49629,0.52
0.011,0.50334,0.49627,0.52
0.012,0.50339,0.49626,0.52
0.013,0.50345,0.49624,0.52
0.014,0.5035,0.49622,0.52
0.015,0.50355,0.49621,0.52
0.016,0.50361,0.49619,0.52
0.017,0.50366,0.49617,0.52
0.018,0.50371,0.49615,0.52
0.019,0.50377,0.49614,0.52
0.02,0.50382,0.49612,0.52
0.021,0.50387,0.4961,0.52
0.022,0.50393,0.49609,0.52
0.023,0.50398,0.49607,0.52
0.024,0.50403,0.49605,0.52
0.025,0.50409,0.49604,0.52
0.026,0.50414,0.49602,0.51999
0.027,0.50419,0.496,0.51999
0.028,0.50425,0.49599,0.51999
0.029,0.5043,0.49597,0.51999
0.03,0.50435,0.49595,0.51999
0.031,0.50441,0.49593,0.51999
0.032,0.50446,0.49592,0.51999
0.033,0.50451,0.4959,0.51999
0.034,0.50457,0.49588,0.51999
0.035,0.50462,0.49587,0.51999
0.036,0.50468,0.49585,0.51999
0.037,0.50473,0.49583,0.51999
0.038,0.50478,0.49582,0.51999
0.039,0.50484,0.4958,0.51999
0.04,0.50489,0.49578,0.51999
0.041,0.50494,0.49577,0.51999
0.042,0.505,0.49575,0.51999
0.043,0.50505,0.49573,0.51999
0.044,0.5051,0.49571,0.51999
0.045,0.50516,0.4957,0.51998
0.046,0.50521,0.49568,0.51998
0.047,0.50526,0.49566,0.51998
0.048,0.50532,0.49565,0.51998
0.049,0.50537,0.49563,0.51998
0.05,0.50542,0.49561,0.51998
0.051,0.50548,0.4956,0.51998
0.052,0.50553,0.49558,0.51998
0.053,0.50558,0.49556,0.51998
0.054,0.50564,0.49555,0.51998
0.055,0.50569,0.49553,0.51998
0.056,0.50574,0.49551,0.51998
0.057,0.5058,0.4955,0.51998
0.058,0.50585,0.49548,0.51997
0.059,0.5059,0.49546,0.51997
0.06,0.50596,0.49544,0.51997
0.061,0.50601,0.49543,0.51997
0.062,0.50606,0.49541,0.51997
0.063,0.50612,0.49539,0.51997
0.064,0.50617,0.49538,0.51997
0.065,0.50622,0.49536,0.51997
0.066,0.50628,0.49534,0.51997
0.067,0.50633,0.49533,0.51997
0.068,0.50638,0.49531,0.51997
0.069,0.50644,0.49529,0.51996
0.07,0.50649,0.49528,0.51996
0.071,0.50654,0.49526,0.51996
0.072,0.5066,0.49524,0.51996
0.073,0.50665,0.49523,0.51996
0.074,0.5067,0.49521,0.51996
0.075,0.50675,0.49519,0.51996
0.076,0.50681,0.49518,0.51996
0.077,0.50686,0.49516,0.51996
0.078,0.50691,0.49514,0.51995
0.079,0.50697,0.49513,0.51995
0.08,0.50702,0.49511,0.51995
0.081,0.50707,0.49509,0.51995
0.082,0.50713,0.49508,0.51995
0.083,0.50718,0.49506,0.51995
0.084,0.50723,0.49504,0.51995
0.085,0.50729,0.49503,0.51995
0.086,0.50734,0.49501,0.51994
0.087,0.50739,0.49499,0.51994
0.088,0.50745,0.49498,0.51994
0.089,0.5075,0.49496,0.51994
0.09,0.50755,0.49494,0.51994
0.091,0.50761,0.49492,0.51994
0.092,0.50766,0.49491,0.51994
0.093,0.50771,0.49489,0.51994
0.094,0.50776,0.49487,0.51993
0.095,0.50782,0.49486,0.51993
0.096,0.50787,0.49484,0.51993
0.097,0.50792,0.49482,0.51993
0.098,0.50798,0.49481,0.51993
0.099,0.50803,0.49479,0.51993
0.1,0.50808,0.49477,0.51993
0.101,0.50814,0.49476,0.51992
0.102,0.50819,0.49474,0.51992
0.103,0.50824,0.49472,0.51992
0.104,0.5083,0.49471,0.51992
0.105,0.50835,0.49469,0.51992
0.106,0.5084,0.49467,0.51992
0.107,0.50846,0.49466,0.51991
0.108,0.50851,0.49464,0.51991
0.109,0.50856,0.49462,0.51991
0.11,0.50861,0.49461,0.51991
0.111,0.50867,0.49459,0.51991
0.112,0.50872,0.49457,0.51991
0.113,0.50877,0.49456,0.5199
0.114,0.50883,0.49454,0.5199
0.115,0.50888,0.49452,0.5199
0.116,0.50893,0.49451,0.5199
0.117,0.50899,0.49449,0.5199
0.118,0.50904,0.49447,0.5199
0.119,0.50909,0.49446,0.51989
0.12,0.50914,0.49444,0.51989
0.121,0.5092,0.49443,0.51989
0.122,0.50925,0.49441,0.51989
0.123,0.5093,0.49439,0.51989
0.124,0.50936,0.49438,0.51988
0.125,0.50941,0.49436,0.51988
0.126,0.50946,0.49434,0.51988
0.127,0.50951,0.49433,0.51988
0.128,0.50957,0.49431,0.51988
0.129,0.50962,0.49429,0.51988
0.13,0.50967,0.49428,0.51987
0.131,0.50973,0.49426,0.51987
0.132,0.50978,0.49424,0.51987
0.133,0.50983,0.49423,0.51987
0.134,0.50989,0.49421,0.51987
0.135,0.50994,0.49419,0.51986
0.136,0.50999,0.49418,0.51986
0.137,0.51004,0.49416,0.51986
0.138,0.5101,0.49414,0.51986
0.139,0.51015,0.49413,0.51986
0.14,0.5102,0.49411,0.51985
0.141,0.51026,0.49409,0.51985
0.142,0.51031,0.49408,0.51985
0.143,0.51036,0.49406,0.51985
0.144,0.51041,0.49404,0.51984
0.145,0.51047,0.49403,0.51984
0.146,0.51052,0.49401,0.51984
0.147,0.51057,0.49399,0.51984
0.148,0.51063,0.49398,0.51984
0.149,0.51068,0.49396,0.51983
0.15,0.51073,0.49395,0.51983
