L,M,S,VecProp,R_old,G_old,B_old,R_new,G_new,B_new
1,0,0,0.185914173148277,1,-0.122314612004064,-0.0156118881952878,1,0.438842693997968,0.492194055902356
0,1,0,0.219828027219907,-1,0.4091868200678,-0.0154251368786856,0,0.7045934100339,0.492287431560657
0,0,1,0.866443954412175,0.147455260789796,-0.176309310289161,1,0.573727630394898,0.41184534485542,1
