380.000000	0.000229	0.000000	0.000966	0.000000	0.000137	0.000000
385.000000	0.000214	0.000000	0.000394	0.000000	0.000703	0.000000
390.000000	0.000576	0.000000	0.000632	0.000000	0.000443	0.000000
395.000000	0.000101	0.000000	0.000434	0.000000	0.001080	0.000000
400.000000	0.000246	0.000000	0.000054	0.000000	0.000635	0.000000
405.000000	0.000048	0.000000	0.000064	0.000000	0.000398	0.000000
410.000000	0.000195	0.000000	0.000000	0.000000	0.000503	0.000000
415.000000	0.000079	0.000000	0.000000	0.000000	0.000499	0.000000
420.000000	0.000000	0.000000	0.000013	0.000000	0.000424	0.000000
425.000000	0.000044	0.000000	0.000020	0.000000	0.000909	0.000000
430.000000	0.000008	0.000000	0.000000	0.000000	0.002454	0.000000
435.000000	0.000044	0.000000	0.000000	0.000000	0.005271	0.000000
440.000000	0.000060	0.000000	0.000000	0.000000	0.011620	0.000000
445.000000	0.000245	0.000000	0.000024	0.000000	0.024435	0.000000
450.000000	0.000436	0.000000	0.000133	0.000000	0.048885	0.000000
455.000000	0.000839	0.000000	0.000510	0.000000	0.075120	0.000000
460.000000	0.000787	0.000000	0.000530	0.000000	0.071550	0.000000
465.000000	0.000544	0.000000	0.000760	0.000000	0.047980	0.000000
470.000000	0.000351	0.000000	0.001709	0.000000	0.032025	0.000000
475.000000	0.000583	0.000000	0.004395	0.000000	0.022666	0.000000
480.000000	0.000331	0.000000	0.006970	0.000000	0.013475	0.000000
485.000000	0.000470	0.000000	0.007771	0.000000	0.008622	0.000000
490.000000	0.000413	0.000000	0.007895	0.000000	0.005830	0.000000
495.000000	0.000401	0.000000	0.007251	0.000000	0.004052	0.000000
500.000000	0.000538	0.000000	0.007910	0.000000	0.003316	0.000000
505.000000	0.000512	0.000000	0.011605	0.000000	0.003388	0.000000
510.000000	0.000681	0.000000	0.018785	0.000000	0.003817	0.000000
515.000000	0.001055	0.000000	0.028693	0.000000	0.003526	0.000000
520.000000	0.001115	0.000000	0.034610	0.000000	0.002794	0.000000
525.000000	0.001272	0.000000	0.039997	0.000000	0.002121	0.000000
530.000000	0.001331	0.000000	0.042780	0.000000	0.001462	0.000000
535.000000	0.001341	0.000000	0.043624	0.000000	0.001127	0.000000
540.000000	0.001420	0.000000	0.043525	0.000000	0.001000	0.000000
545.000000	0.001330	0.000000	0.040105	0.000000	0.000934	0.000000
550.000000	0.001109	0.000000	0.035350	0.000000	0.000826	0.000000
555.000000	0.000858	0.000000	0.029014	0.000000	0.000563	0.000000
560.000000	0.000570	0.000000	0.023375	0.000000	0.000545	0.000000
565.000000	0.000590	0.000000	0.018408	0.000000	0.000381	0.000000
570.000000	0.000476	0.000000	0.014430	0.000000	0.000281	0.000000
575.000000	0.000506	0.000000	0.010635	0.000000	0.000297	0.000000
580.000000	0.001310	0.000000	0.008190	0.000000	0.000243	0.000000
585.000000	0.003521	0.000000	0.006688	0.000000	0.000194	0.000000
590.000000	0.005235	0.000000	0.005110	0.000000	0.000323	0.000000
595.000000	0.006025	0.000000	0.003692	0.000000	0.000085	0.000000
600.000000	0.006895	0.000000	0.003082	0.000000	0.000184	0.000000
605.000000	0.008813	0.000000	0.002965	0.000000	0.000351	0.000000
610.000000	0.024705	0.000000	0.007665	0.000000	0.000761	0.000000
615.000000	0.038688	0.000000	0.011246	0.000000	0.001079	0.000000
620.000000	0.015925	0.000000	0.004197	0.000000	0.000493	0.000000
625.000000	0.017094	0.000000	0.004615	0.000000	0.000567	0.000000
630.000000	0.089450	0.000000	0.022760	0.000000	0.002730	0.000000
635.000000	0.077689	0.000000	0.019836	0.000000	0.002920	0.000000
640.000000	0.012510	0.000000	0.003508	0.000000	0.000674	0.000000
645.000000	0.009588	0.000000	0.003016	0.000000	0.000778	0.000000
650.000000	0.012320	0.000000	0.003856	0.000000	0.000987	0.000000
655.000000	0.004478	0.000000	0.001694	0.000000	0.000306	0.000000
660.000000	0.002146	0.000000	0.000964	0.000000	0.000373	0.000000
665.000000	0.001273	0.000000	0.001071	0.000000	0.000108	0.000000
670.000000	0.001504	0.000000	0.000713	0.000000	0.000000	0.000000
675.000000	0.001428	0.000000	0.000455	0.000000	0.000000	0.000000
680.000000	0.000946	0.000000	0.000434	0.000000	0.000000	0.000000
685.000000	0.000591	0.000000	0.000020	0.000000	-0.000000	0.000000
690.000000	0.001246	0.000000	0.000225	0.000000	0.000000	0.000000
695.000000	0.000444	0.000000	0.000008	0.000000	-0.000000	0.000000
700.000000	0.000742	0.000000	0.000000	0.000000	0.000000	0.000000
705.000000	0.000552	0.000000	0.000008	0.000000	0.000179	0.000000
710.000000	0.000251	0.000000	0.000257	0.000000	0.000343	0.000000
715.000000	0.000090	0.000000	0.000114	0.000000	0.000050	0.000000
720.000000	0.000031	0.000000	0.001037	0.000000	0.001499	0.000000
725.000000	-0.000014	0.000000	0.000988	0.000000	0.001313	0.000000
730.000000	0.000303	0.000000	0.000942	0.000000	0.001323	0.000000
735.000000	0.000365	0.000000	0.000757	0.000000	0.001558	0.000000
740.000000	0.000475	0.000000	0.001233	0.000000	0.001940	0.000000
745.000000	0.001155	0.000000	0.003046	0.000000	0.001177	0.000000
750.000000	0.000507	0.000000	0.002305	0.000000	0.000442	0.000000
755.000000	0.001670	0.000000	0.001844	0.000000	0.000090	0.000000
760.000000	0.001654	0.000000	0.001381	0.000000	0.000197	0.000000
