380.000000	0.000762	0.000000
385.000000	0.000387	0.000000
390.000000	0.000233	0.000000
395.000000	0.000008	0.000000
400.000000	0.000000	0.000000
405.000000	-0.000000	0.000000
410.000000	0.000000	0.000000
415.000000	-0.000000	0.000000
420.000000	0.000013	0.000000
425.000000	0.000547	0.000000
430.000000	0.001996	0.000000
435.000000	0.005619	0.000000
440.000000	0.011945	0.000000
445.000000	0.024861	0.000000
450.000000	0.049385	0.000000
455.000000	0.075279	0.000000
460.000000	0.071800	0.000000
465.000000	0.048132	0.000000
470.000000	0.033765	0.000000
475.000000	0.027170	0.000000
480.000000	0.020280	0.000000
485.000000	0.016200	0.000000
490.000000	0.013435	0.000000
495.000000	0.010945	0.000000
500.000000	0.011205	0.000000
505.000000	0.015489	0.000000
510.000000	0.023235	0.000000
515.000000	0.032771	0.000000
520.000000	0.037895	0.000000
525.000000	0.042493	0.000000
530.000000	0.045370	0.000000
535.000000	0.046265	0.000000
540.000000	0.046410	0.000000
545.000000	0.042301	0.000000
550.000000	0.036310	0.000000
555.000000	0.029800	0.000000
560.000000	0.024060	0.000000
565.000000	0.018883	0.000000
570.000000	0.015125	0.000000
575.000000	0.011517	0.000000
580.000000	0.009605	0.000000
585.000000	0.010161	0.000000
590.000000	0.010410	0.000000
595.000000	0.009741	0.000000
600.000000	0.010195	0.000000
605.000000	0.012167	0.000000
610.000000	0.032600	0.000000
615.000000	0.049627	0.000000
620.000000	0.020165	0.000000
625.000000	0.021858	0.000000
630.000000	0.111050	0.000000
635.000000	0.096601	0.000000
640.000000	0.016040	0.000000
645.000000	0.012672	0.000000
650.000000	0.015365	0.000000
655.000000	0.005914	0.000000
660.000000	0.003390	0.000000
665.000000	0.001909	0.000000
670.000000	0.002522	0.000000
675.000000	0.001563	0.000000
680.000000	0.001270	0.000000
685.000000	0.000673	0.000000
690.000000	0.000997	0.000000
695.000000	0.000802	0.000000
700.000000	0.000905	0.000000
705.000000	0.000395	0.000000
710.000000	0.000339	0.000000
715.000000	0.000596	0.000000
720.000000	0.000071	0.000000
725.000000	-0.000020	0.000000
730.000000	0.000127	0.000000
735.000000	0.000479	0.000000
740.000000	0.000000	0.000000
745.000000	0.000117	0.000000
750.000000	0.000704	0.000000
755.000000	0.000678	0.000000
760.000000	0.001985	0.000000
765.000000	0.001794	0.000000
770.000000	0.002177	0.000000
775.000000	0.001053	0.000000
780.000000	0.004608	0.000000
