L,M,S,VecProp,R_old,G_old,B_old,R_new,G_new,B_new
1,0,0,0.197114199808196,1,-0.121093583857605,-0.00460105681028911,1,0.439453208071197,0.497699471594855
0,1,0,0.236361463283354,-1,0.424877812141055,-0.0176358334556869,0,0.712438906070528,0.491182083272157
0,0,1,0.910783380939594,0.143545747638789,-0.166895938683272,1,0.571772873819395,0.416552030658364,1
