L,M,S,VecProp,R_old,G_old,B_old,R_new,G_new,B_new
1,0,0,0.18458261070625,1,-0.119027239294074,-0.00517880363332246,1,0.440486380352963,0.497410598183339
0,1,0,0.217285780362461,-1,0.401423612191281,-0.0146754797203313,0,0.70071180609564,0.492662260139834
0,0,1,0.91274452157696,0.168497694302835,-0.184922066776158,1,0.584248847151417,0.407538966611921,1
