L,M,S,VecProp,R_old,G_old,B_old,R_new,G_new,B_new
1,0,0,0.178389580511888,1,-0.11880473325628,-0.00716758555948449,1,0.44059763337186,0.496416207220258
0,1,0,0.207636868571262,-1,0.389608224318209,-0.0148757353782966,0,0.694804112159105,0.492562132310852
0,0,1,0.899424199933151,0.189231479711897,-0.189245689939991,1,0.594615739855948,0.405377155030004,1
