380.000000	0.000068	0.000000	0.000287	0.000000	0.000032	0.000000	0.000187	0.000000
385.000000	0.000014	0.000000	0.000200	0.000000	0.000028	0.000000	0.000268	0.000000
390.000000	0.000042	0.000000	0.000174	0.000000	0.000037	0.000000	0.000278	0.000000
395.000000	0.000077	0.000000	0.000140	0.000000	0.000030	0.000000	0.000343	0.000000
400.000000	0.000048	0.000000	0.000092	0.000000	0.000063	0.000000	0.000320	0.000000
405.000000	0.000060	0.000000	0.000085	0.000000	0.000128	0.000000	0.000353	0.000000
410.000000	0.000095	0.000000	0.000070	0.000000	0.000241	0.000000	0.000430	0.000000
415.000000	0.000074	0.000000	0.000091	0.000000	0.000480	0.000000	0.000667	0.000000
420.000000	0.000096	0.000000	0.000171	0.000000	0.001233	0.000000	0.001493	0.000000
425.000000	0.000175	0.000000	0.000305	0.000000	0.003120	0.000000	0.003635	0.000000
430.000000	0.000333	0.000000	0.000668	0.000000	0.007720	0.000000	0.008725	0.000000
435.000000	0.000690	0.000000	0.001462	0.000000	0.017369	0.000000	0.019423	0.000000
440.000000	0.001238	0.000000	0.002916	0.000000	0.035630	0.000000	0.039675	0.000000
445.000000	0.001917	0.000000	0.005180	0.000000	0.064157	0.000000	0.071053	0.000000
450.000000	0.001865	0.000000	0.006030	0.000000	0.075050	0.000000	0.082700	0.000000
455.000000	0.001106	0.000000	0.004409	0.000000	0.054353	0.000000	0.059660	0.000000
460.000000	0.000647	0.000000	0.002823	0.000000	0.033875	0.000000	0.037245	0.000000
465.000000	0.000480	0.000000	0.002087	0.000000	0.022609	0.000000	0.025087	0.000000
470.000000	0.000401	0.000000	0.001842	0.000000	0.013830	0.000000	0.015965	0.000000
475.000000	0.000338	0.000000	0.002295	0.000000	0.008914	0.000000	0.011465	0.000000
480.000000	0.000322	0.000000	0.002926	0.000000	0.005680	0.000000	0.008910	0.000000
485.000000	0.000278	0.000000	0.003135	0.000000	0.003662	0.000000	0.007018	0.000000
490.000000	0.000226	0.000000	0.003241	0.000000	0.002575	0.000000	0.006025	0.000000
495.000000	0.000232	0.000000	0.003906	0.000000	0.002294	0.000000	0.006462	0.000000
500.000000	0.000273	0.000000	0.005430	0.000000	0.002475	0.000000	0.008220	0.000000
505.000000	0.000366	0.000000	0.008516	0.000000	0.003000	0.000000	0.011921	0.000000
510.000000	0.000541	0.000000	0.013985	0.000000	0.003750	0.000000	0.018360	0.000000
515.000000	0.000827	0.000000	0.022187	0.000000	0.004527	0.000000	0.027605	0.000000
520.000000	0.001112	0.000000	0.030015	0.000000	0.004608	0.000000	0.035795	0.000000
525.000000	0.001340	0.000000	0.036173	0.000000	0.004243	0.000000	0.041820	0.000000
530.000000	0.001519	0.000000	0.042500	0.000000	0.003894	0.000000	0.047965	0.000000
535.000000	0.001553	0.000000	0.046027	0.000000	0.003591	0.000000	0.051314	0.000000
540.000000	0.001542	0.000000	0.048235	0.000000	0.003323	0.000000	0.053200	0.000000
545.000000	0.001447	0.000000	0.046480	0.000000	0.002779	0.000000	0.050766	0.000000
550.000000	0.001247	0.000000	0.041450	0.000000	0.002125	0.000000	0.044835	0.000000
555.000000	0.001090	0.000000	0.035957	0.000000	0.001544	0.000000	0.038619	0.000000
560.000000	0.001008	0.000000	0.030945	0.000000	0.001122	0.000000	0.033085	0.000000
565.000000	0.000931	0.000000	0.025738	0.000000	0.000847	0.000000	0.027556	0.000000
570.000000	0.001103	0.000000	0.021080	0.000000	0.000659	0.000000	0.022845	0.000000
575.000000	0.001683	0.000000	0.016442	0.000000	0.000517	0.000000	0.018640	0.000000
580.000000	0.002878	0.000000	0.012405	0.000000	0.000402	0.000000	0.015635	0.000000
585.000000	0.004571	0.000000	0.009569	0.000000	0.000307	0.000000	0.014349	0.000000
590.000000	0.006220	0.000000	0.007220	0.000000	0.000284	0.000000	0.013540	0.000000
595.000000	0.007558	0.000000	0.005366	0.000000	0.000194	0.000000	0.012948	0.000000
600.000000	0.009235	0.000000	0.004350	0.000000	0.000180	0.000000	0.013515	0.000000
