380.000000	0.000000	0.000000
385.000000	-0.000000	0.000000
390.000000	0.000000	0.000000
395.000000	0.000118	0.000000
400.000000	0.000052	0.000000
405.000000	0.000381	0.000000
410.000000	0.000393	0.000000
415.000000	0.000449	0.000000
420.000000	0.000590	0.000000
425.000000	0.001066	0.000000
430.000000	0.002214	0.000000
435.000000	0.004709	0.000000
440.000000	0.010040	0.000000
445.000000	0.020552	0.000000
450.000000	0.040425	0.000000
455.000000	0.062220	0.000000
460.000000	0.059700	0.000000
465.000000	0.039864	0.000000
470.000000	0.027995	0.000000
475.000000	0.022227	0.000000
480.000000	0.016790	0.000000
485.000000	0.013320	0.000000
490.000000	0.010955	0.000000
495.000000	0.009237	0.000000
500.000000	0.009420	0.000000
505.000000	0.012877	0.000000
510.000000	0.019000	0.000000
515.000000	0.026213	0.000000
520.000000	0.029940	0.000000
525.000000	0.033848	0.000000
530.000000	0.036585	0.000000
535.000000	0.037790	0.000000
540.000000	0.037285	0.000000
545.000000	0.033603	0.000000
550.000000	0.028900	0.000000
555.000000	0.023650	0.000000
560.000000	0.019045	0.000000
565.000000	0.015207	0.000000
570.000000	0.011930	0.000000
575.000000	0.009476	0.000000
580.000000	0.007625	0.000000
585.000000	0.008444	0.000000
590.000000	0.008915	0.000000
595.000000	0.008358	0.000000
600.000000	0.009020	0.000000
605.000000	0.010419	0.000000
610.000000	0.029095	0.000000
615.000000	0.044968	0.000000
620.000000	0.018185	0.000000
625.000000	0.019936	0.000000
630.000000	0.100050	0.000000
635.000000	0.087334	0.000000
640.000000	0.014715	0.000000
645.000000	0.010936	0.000000
650.000000	0.014165	0.000000
655.000000	0.004327	0.000000
660.000000	0.002230	0.000000
665.000000	0.000889	0.000000
670.000000	0.001455	0.000000
675.000000	0.000474	0.000000
680.000000	0.000143	0.000000
685.000000	0.000186	0.000000
690.000000	0.000447	0.000000
695.000000	0.000207	0.000000
700.000000	0.000724	0.000000
705.000000	0.000839	0.000000
710.000000	0.000550	0.000000
715.000000	0.000997	0.000000
720.000000	0.001115	0.000000
725.000000	0.000693	0.000000
730.000000	0.001264	0.000000
735.000000	0.000491	0.000000
740.000000	0.000000	0.000000
745.000000	0.000196	0.000000
750.000000	0.000000	0.000000
755.000000	-0.000000	0.000000
760.000000	0.000000	0.000000
765.000000	0.000000	0.000000
770.000000	0.000000	0.000000
775.000000	-0.000000	0.000000
780.000000	0.000000	0.000000
